id,language_abrev,language_movie
251626,hi,हिन्दी
259720,hi,हिन्दी
271200,hi,हिन्दी
274109,es,Español
348537,ca,Català
348537,en,English
348537,fr,Français
348537,gl,Galego
348537,es,Español
298923,hi,हिन्दी
325892,hi,हिन्दी
222890,en,English
222890,fr,Français
222890,de,Deutsch
14962,en,English
51306,zh,普通话
295715,ja,日本語
21026,sr,Srpski
50658,nl,Nederlands
96496,nl,Nederlands
37600,nl,Nederlands
37600,en,English
253072,en,English
24199,nl,Nederlands
24199,en,English
52088,en,English
52088,de,Deutsch
9608,en,English
52371,nl,Nederlands
33371,en,English
90503,nl,Nederlands
45047,sv,svenska
252406,nl,Nederlands
252406,en,English
152948,ru,Pусский
76323,da,Dansk
168712,en,English
50583,th,ภาษาไทย
12495,de,Deutsch
97138,en,English
29101,fr,Français
29101,nl,Nederlands
29101,ar,العربية
71097,sv,svenska
71097,en,English
191385,ja,日本語
14482,ru,Pусский
4134,nl,Nederlands
85277,nl,Nederlands
15838,da,Dansk
15838,en,English
53463,en,English
19812,da,Dansk
135204,et,Eesti
61863,en,English
41121,zh,普通话
105915,fr,Français
46333,en,English
24285,nl,Nederlands
24285,en,English
27730,de,Deutsch
27730,fr,Français
18265,is,Íslenska
111114,en,English
65885,fr,Français
48623,ru,Pусский
149832,ru,Pусский
161827,da,Dansk
193595,de,Deutsch
56245,da,Dansk
88269,ja,日本語
168179,ka,ქართული
251241,en,English
251241,sr,Srpski
251241,hr,Hrvatski
251241,de,Deutsch
338309,zh,普通话
147698,ro,Română
305638,da,Dansk
60948,cs,Český
117046,cs,Český
49099,da,Dansk
161359,xx,No Language
88051,en,English
95385,da,Dansk
316603,cs,Český
260352,en,English
102860,pt,Português
88534,bg,български език
88534,en,English
67941,pl,Polski
67941,fr,Français
169877,fr,Français
28642,fr,Français
85107,en,English
254661,en,English
102873,en,English
102873,ru,Pусский
102873,es,Español
102873,tn,
106134,en,English
111650,hu,Magyar
30888,es,Español
46863,sk,Slovenčina
126879,fr,Français
102858,en,English
102858,pl,Polski
102858,ru,Pусский
220005,it,Italiano
149657,sl,Slovenščina
42647,ru,Pусский
45490,cn,广州话 / 廣州話
45490,en,English
45490,ja,日本語
297288,it,Italiano
24235,en,English
57394,ko,한국어/조선말
274110,es,Español
64304,zh,普通话
43833,en,English
193460,en,English
186775,en,English
5256,en,English
64869,en,English
38659,en,English
42789,en,English
162117,en,English
156007,zh,普通话
96935,en,English
334312,hu,Magyar
334312,fr,Français
334312,en,English
186881,cn,广州话 / 廣州話
186881,zh,普通话
49092,en,English
124762,ja,日本語
138191,th,ภาษาไทย
158942,hu,Magyar
158951,es,Español
118145,de,Deutsch
98025,it,Italiano
57768,nl,Nederlands
257947,tt,
257947,uk,Український
254902,uk,Український
78071,fr,Français
239536,ru,Pусский
237957,el,ελληνικά
51902,cs,Český
96026,ka,ქართული
31957,nl,Nederlands
116318,en,English
116318,ja,日本語
128061,nl,Nederlands
211158,de,Deutsch
361131,hi,हिन्दी
105304,fr,Français
257095,cs,Český
64437,fr,Français
357959,hy,
45205,ja,日本語
76784,nl,Nederlands
263627,en,English
261562,ru,Pусский
33407,no,Norsk
96300,it,Italiano
362178,zh,普通话
382899,sl,Slovenščina
296449,fr,Français
296449,ru,Pусский
358859,ru,Pусский
191703,de,Deutsch
40993,hu,Magyar
179837,de,Deutsch
220949,xx,No Language
278262,ru,Pусский
126208,xx,No Language
208947,en,English
149712,lt,Lietuvikai
48617,xx,No Language
144886,xx,No Language
270469,xx,No Language
144156,xx,No Language
172673,xx,No Language
195804,xx,No Language
168478,ru,Pусский
363844,en,English
302528,de,Deutsch
302528,en,English
137200,de,Deutsch
262713,sv,svenska
130993,en,English
256316,ko,한국어/조선말
121998,it,Italiano
281600,zh,普通话
140008,en,English
80281,te,తెలుగు
324269,en,English
36511,en,English
381890,zh,普通话
347669,es,Español
302036,en,English
258210,en,English
89337,en,English
89337,it,Italiano
69610,tr,Türkçe
383809,fr,Français
135536,it,Italiano
101553,it,Italiano
137599,it,Italiano
50268,de,Deutsch
50268,it,Italiano
37265,it,Italiano
55580,en,English
55580,it,Italiano
30301,it,Italiano
257302,en,English
116614,it,Italiano
21990,en,English
10125,hr,Hrvatski
329010,en,English
324340,de,Deutsch
27836,en,English
96161,en,English
26329,en,English
367275,fi,suomi
77829,en,English
39305,ru,Pусский
82737,ce,
82737,en,English
82737,ru,Pусский
132705,es,Español
330697,nl,Nederlands
330697,fr,Français
364540,en,English
301365,en,English
334026,en,English
346763,da,Dansk
309024,en,English
330770,fr,Français
277713,en,English
364433,it,Italiano
308674,pt,Português
287940,en,English
20431,ja,日本語
37941,ml,
37941,ta,தமிழ்
341420,ta,தமிழ்
21463,ta,தமிழ்
20049,ta,தமிழ்
82124,ta,தமிழ்
53883,ta,தமிழ்
236808,ta,தமிழ்
70988,ta,தமிழ்
66536,ta,தமிழ்
66344,ta,தமிழ்
165432,bn,বাংলা
62241,en,English
72188,ja,日本語
363846,ru,Pусский
181656,ja,日本語
198993,ja,日本語
284135,en,English
284135,ko,한국어/조선말
160075,ko,한국어/조선말
187662,ja,日本語
385317,en,English
191824,en,English
60807,te,తెలుగు
31626,te,తెలుగు
31629,te,తెలుగు
81060,te,తెలుగు
23776,te,తెలుగు
199160,te,తెలుగు
34763,te,తెలుగు
117058,te,తెలుగు
19754,en,English
385232,en,English
35106,en,English
323315,en,English
128722,ja,日本語
94702,xx,No Language
85220,xx,No Language
140554,en,English
140554,de,Deutsch
140554,es,Español
277796,en,English
263976,pt,Português
369245,it,Italiano
301348,en,English
163837,de,Deutsch
371647,mi,
159281,it,Italiano
150029,it,Italiano
103850,en,English
34052,en,English
338065,hi,हिन्दी
333352,so,Somali
333352,en,English
367524,en,English
64407,fr,Français
63224,fr,Français
98302,fr,Français
359025,en,English
359025,de,Deutsch
359025,es,Español
347752,en,English
347752,fr,Français
323665,en,English
382581,en,English
382581,es,Español
332706,en,English
150201,en,English
347764,en,English
347764,de,Deutsch
291871,en,English
383140,en,English
23704,en,English
79550,en,English
79550,fr,Français
79550,it,Italiano
336652,fr,Français
320588,en,English
131907,es,Español
214775,zh,普通话
104338,fr,Français
348346,en,English
382913,lv,Latviešu
78088,en,English
216016,en,English
38531,en,English
365447,en,English
92927,en,English
92927,it,Italiano
186268,en,English
37754,en,English
262536,en,English
41383,zh,普通话
224339,ta,தமிழ்
73983,en,English
166904,en,English
34462,en,English
257004,it,Italiano
177622,en,English
2989,en,English
181565,it,Italiano
206289,en,English
206289,fr,Français
46043,ja,日本語
333385,en,English
212270,en,English
3938,en,English
93212,en,English
41568,en,English
136585,en,English
207680,en,English
346494,en,English
337085,en,English
332704,en,English
336850,en,English
230235,iu,
230235,en,English
42606,en,English
388237,fi,suomi
320048,en,English
88665,it,Italiano
113752,en,English
369834,ta,தமிழ்
41988,en,English
347689,en,English
339984,en,English
379925,en,English
347881,en,English
292010,en,English
54008,en,English
278717,ru,Pусский
209266,de,Deutsch
209266,en,English
209266,fr,Français
209266,ar,العربية
67852,en,English
67852,ro,Română
67852,ru,Pусский
326649,es,Español
5728,de,Deutsch
12422,fr,Français
130544,de,Deutsch
130544,it,Italiano
63065,de,Deutsch
291189,en,English
375012,fa,فارسی
312849,tr,Türkçe
273912,en,English
287719,it,Italiano
63004,es,Español
52488,en,English
43093,en,English
376311,en,English
376311,pt,Português
315664,en,English
49834,tr,Türkçe
24258,el,ελληνικά
47683,el,ελληνικά
258800,el,ελληνικά
163018,el,ελληνικά
377799,ar,العربية
377799,fr,Français
163791,el,ελληνικά
64674,el,ελληνικά
374021,el,ελληνικά
379508,el,ελληνικά
47247,el,ελληνικά
48125,el,ελληνικά
167021,el,ελληνικά
38404,en,English
71921,en,English
143839,en,English
365805,en,English
72278,fr,Français
83907,ja,日本語
110468,en,English
329815,fr,Français
12781,de,Deutsch
63317,en,English
272160,en,English
226693,de,Deutsch
226693,en,English
370902,ru,Pусский
47845,de,Deutsch
224951,en,English
242546,en,English
242546,de,Deutsch
242546,ja,日本語
242546,es,Español
300403,de,Deutsch
300403,fr,Français
300403,it,Italiano
300403,en,English
228109,en,English
302688,en,English
327528,en,English
367108,fr,Français
357706,hi,हिन्दी
357706,ta,தமிழ்
208091,en,English
136366,ja,日本語
384205,en,English
314029,pt,Português
38706,it,Italiano
18188,en,English
46776,en,English
58559,en,English
378137,en,English
387054,en,English
42291,en,English
31184,ko,한국어/조선말
359440,en,English
297806,en,English
186759,en,English
356326,da,Dansk
153397,en,English
40208,en,English
342521,en,English
337758,mk,
334922,en,English
334922,is,Íslenska
375742,pl,Polski
336011,en,English
290825,en,English
290825,fr,Français
290825,de,Deutsch
239103,he,עִבְרִית
239103,de,Deutsch
239103,pl,Polski
239103,yi,
157005,en,English
48613,it,Italiano
333663,nl,Nederlands
333663,en,English
333663,pt,Português
250852,ru,Pусский
250852,en,English
201729,en,English
201729,ru,Pусский
154786,en,English
154786,fr,Français
82151,en,English
97399,en,English
123680,en,English
34158,en,English
34158,es,Español
214170,en,English
341745,de,Deutsch
122544,en,English
296360,en,English
257044,en,English
44256,fr,Français
186991,fr,Français
254952,en,English
259014,en,English
347848,en,English
239367,ja,日本語
60410,en,English
33419,en,English
33419,it,Italiano
76746,ru,Pусский
36818,en,English
242631,en,English
134238,en,English
207178,en,English
85231,en,English
75510,en,English
122325,en,English
122325,fr,Français
249969,en,English
66060,ja,日本語
372691,en,English
178447,en,English
86497,en,English
376716,ru,Pусский
383535,en,English
90110,en,English
365002,gn,
365002,es,Español
68048,fr,Français
68048,en,English
261899,en,English
261112,no,Norsk
16017,cs,Český
16017,da,Dansk
16017,en,English
295627,en,English
202831,en,English
50942,en,English
271664,en,English
379291,en,English
338913,en,English
251220,en,English
204506,es,Español
387893,en,English
109261,fr,Français
287717,en,English
287717,fr,Français
287717,de,Deutsch
45103,en,English
27923,ru,Pусский
74705,ru,Pусский
334629,en,English
246415,ru,Pусский
246415,en,English
255548,pt,Português
125531,ru,Pусский
163042,ru,Pусский
163042,uk,Український
177714,es,Español
131027,hu,Magyar
83234,ka,ქართული
78476,fr,Français
239804,en,English
292081,en,English
267579,en,English
267579,es,Español
5252,ko,한국어/조선말
67089,ko,한국어/조선말
182950,en,English
356325,en,English
114242,de,Deutsch
304878,en,English
304878,de,Deutsch
357096,en,English
116500,en,English
45960,en,English
121848,en,English
81670,en,English
64239,fr,Français
64239,es,Español
12607,de,Deutsch
187422,zh,普通话
64307,zh,普通话
66730,zh,普通话
193459,en,English
373349,en,English
344170,ar,العربية
344170,en,English
110299,en,English
59895,en,English
36799,en,English
224162,en,English
85232,en,English
95037,en,English
118517,en,English
33486,en,English
33484,en,English
36704,en,English
36706,en,English
179103,en,English
296071,ja,日本語
380808,ru,Pусский
380808,de,Deutsch
380808,en,English
380808,fa,فارسی
380808,fr,Français
295699,en,English
21571,hi,हिन्दी
161816,hi,हिन्दी
19083,en,English
72912,en,English
369557,en,English
336775,en,English
340627,en,English
75733,fr,Français
82100,en,English
40211,ko,한국어/조선말
362541,en,English
123337,en,English
58517,pt,Português
25451,fr,Français
25451,en,English
185289,en,English
184328,en,English
185273,en,English
187516,en,English
156603,en,English
180819,en,English
252916,en,English
115706,en,English
192371,en,English
116160,en,English
107966,en,English
174195,en,English
116190,en,English
70313,en,English
144852,en,English
193435,en,English
178569,en,English
177234,en,English
230182,en,English
358893,hi,हिन्दी
354220,en,English
347850,en,English
142023,fr,Français
351065,en,English
351065,pt,Português
331985,en,English
298165,en,English
334362,de,Deutsch
334362,el,ελληνικά
203890,en,English
25803,hi,हिन्दी
25803,en,English
276828,xx,No Language
240636,xx,No Language
240636,pl,Polski
317213,en,English
195030,fr,Français
369373,en,English
109907,en,English
109907,hi,हिन्दी
282346,hi,हिन्दी
116312,ca,Català
116312,es,Español
352166,en,English
144686,xx,No Language
53202,en,English
142914,en,English
370755,en,English
290595,en,English
325133,en,English
224944,en,English
158928,en,English
86239,en,English
26829,en,English
70151,en,English
388910,en,English
29487,en,English
29490,en,English
29829,en,English
46196,en,English
206099,en,English
29390,en,English
29398,en,English
300769,en,English
118534,en,English
369168,en,English
355925,en,English
252674,en,English
327674,en,English
356300,en,English
101733,ja,日本語
40043,en,English
90843,bn,বাংলা
57173,en,English
102909,es,Español
332748,en,English
301608,en,English
173327,en,English
68016,ta,தமிழ்
81030,en,English
372226,ta,தமிழ்
372226,te,తెలుగు
297393,es,Español
297393,en,English
376570,en,English
121983,en,English
285869,en,English
32202,en,English
308063,en,English
277690,ms,Bahasa melayu
61908,en,English
42362,en,English
343112,en,English
374465,fr,Français
318553,en,English
237811,zh,普通话
15803,en,English
144651,xx,No Language
113217,en,English
57656,en,English
18597,en,English
19499,en,English
24784,en,English
79483,en,English
238177,en,English
204344,en,English
26768,en,English
354924,en,English
254439,pt,Português
96186,xx,No Language
52854,zh,普通话
227077,hu,Magyar
348390,en,English
235046,en,English
301056,en,English
301056,fr,Français
67174,tl,
99374,en,English
166660,fr,Français
255388,en,English
56078,pl,Polski
51505,en,English
244852,en,English
270909,es,Español
117023,en,English
101320,en,English
217324,en,English
377170,en,English
130098,en,English
364810,vi,Tiếng Việt
85613,en,English
110282,en,English
341366,en,English
341366,it,Italiano
341366,ne,
352372,en,English
39857,cn,广州话 / 廣州話
39857,en,English
339994,en,English
194853,pt,Português
178032,pt,Português
146904,pt,Português
146075,pt,Português
86234,pt,Português
135335,ja,日本語
297421,en,English
170194,en,English
153161,en,English
153165,en,English
85540,en,English
153169,en,English
336121,en,English
80094,cs,Český
335578,da,Dansk
335578,en,English
335578,de,Deutsch
342165,en,English
117483,pl,Polski
392418,en,English
197175,de,Deutsch
355230,ar,العربية
355230,en,English
355230,hi,हिन्दी
355230,es,Español
332739,en,English
317954,en,English
107641,ja,日本語
122270,de,Deutsch
3102,ru,Pусский
62729,ru,Pусский
261684,en,English
126418,en,English
230284,en,English
184824,en,English
182899,en,English
183827,en,English
335498,en,English
255733,en,English
101715,en,English
112558,en,English
356090,en,English
356090,fi,suomi
356090,fr,Français
87992,sv,svenska
54440,en,English
340187,en,English
328594,ja,日本語
298032,es,Español
298032,en,English
347097,en,English
47851,ru,Pусский
333356,en,English
324320,en,English
71336,ru,Pусский
23154,ja,日本語
212156,ja,日本語
100288,it,Italiano
29009,pt,Português
23854,pt,Português
62132,en,English
62132,fr,Français
333123,en,English
39899,en,English
3941,en,English
377985,hi,हिन्दी
1659,de,Deutsch
1652,de,Deutsch
1655,de,Deutsch
279090,de,Deutsch
348025,fr,Français
56948,es,Español
353326,sa,
353326,en,English
353326,ta,தமிழ்
361841,sv,svenska
366901,en,English
161143,en,English
85693,en,English
385750,en,English
385738,en,English
305342,en,English
333092,en,English
77786,en,English
77786,de,Deutsch
19459,en,English
9657,de,Deutsch
9252,de,Deutsch
9379,de,Deutsch
36137,de,Deutsch
345874,en,English
345874,fr,Français
165463,hr,Hrvatski
165463,de,Deutsch
56429,en,English
239091,en,English
45232,en,English
7237,en,English
62880,en,English
332283,en,English
103073,mr,
103073,hi,हिन्दी
58792,en,English
375572,it,Italiano
51393,ko,한국어/조선말
102444,en,English
114394,en,English
168616,en,English
168616,is,Íslenska
37048,ja,日本語
60964,ja,日本語
303858,en,English
106729,en,English
47747,ja,日本語
363354,ja,日本語
229113,ja,日本語
138827,ja,日本語
28452,en,English
28452,es,Español
34036,en,English
34036,es,Español
82394,fr,Français
82394,de,Deutsch
16916,es,Español
322240,en,English
84907,en,English
98959,es,Español
51298,en,English
83266,es,Español
206630,en,English
202637,en,English
39704,en,English
89458,ja,日本語
50025,tr,Türkçe
356298,en,English
326423,en,English
362478,es,Español
362478,en,English
330483,en,English
205588,ru,Pусский
205588,en,English
205588,fr,Français
44698,en,English
99846,en,English
31124,en,English
28757,en,English
378483,el,ελληνικά
158947,cs,Český
158947,sk,Slovenčina
391899,en,English
127380,en,English
35759,en,English
140652,en,English
320639,en,English
220515,en,English
220515,fr,Français
142611,hr,Hrvatski
142611,en,English
142611,sr,Srpski
142611,sl,Slovenščina
323676,en,English
99513,ko,한국어/조선말
381341,it,Italiano
79594,ru,Pусский
333669,en,English
333669,fr,Français
387252,ta,தமிழ்
137400,zh,普通话
381298,hi,हिन्दी
362682,zh,普通话
316152,en,English
316152,de,Deutsch
153518,en,English
358644,en,English
297186,ja,日本語
344593,en,English
306598,ko,한국어/조선말
15088,es,Español
21343,en,English
373072,en,English
20898,ru,Pусский
71103,ru,Pусский
76102,en,English
327536,ja,日本語
364088,en,English
86517,en,English
40080,en,English
76164,en,English
4457,en,English
122466,en,English
390777,en,English
376292,en,English
12696,de,Deutsch
391578,en,English
391578,zh,普通话
392985,fi,suomi
168055,en,English
168055,fr,Français
60809,de,Deutsch
60809,en,English
332411,en,English
22892,en,English
17174,en,English
127776,en,English
320586,en,English
384737,en,English
94170,en,English
156326,fr,Français
53050,en,English
131673,en,English
234868,en,English
41368,en,English
76081,en,English
25603,en,English
79137,en,English
23270,en,English
347938,en,English
26691,fr,Français
69150,en,English
83295,en,English
153423,ko,한국어/조선말
176321,de,Deutsch
23767,ta,தமிழ்
188540,ta,தமிழ்
300983,ta,தமிழ்
76788,ta,தமிழ்
362150,ta,தமிழ்
280165,ta,தமிழ்
330418,ta,தமிழ்
330399,ta,தமிழ்
320910,ta,தமிழ்
394374,es,Español
82999,es,Español
363178,ta,தமிழ்
247504,ta,தமிழ்
63964,ta,தமிழ்
79354,ta,தமிழ்
223365,hi,हिन्दी
223365,ta,தமிழ்
223365,te,తెలుగు
69428,ta,தமிழ்
69417,ta,தமிழ்
69401,ta,தமிழ்
69399,ta,தமிழ்
69427,ta,தமிழ்
69404,ta,தமிழ்
69422,ta,தமிழ்
69423,ta,தமிழ்
113332,it,Italiano
117024,en,English
51059,en,English
101766,ko,한국어/조선말
35010,ko,한국어/조선말
38983,ko,한국어/조선말
266102,en,English
13521,he,עִבְרִית
13520,he,עִבְרִית
41628,de,Deutsch
41628,en,English
244449,es,Español
244449,en,English
353069,en,English
109453,en,English
311667,en,English
7456,de,Deutsch
50451,en,English
364324,zh,普通话
72753,en,English
124108,en,English
17137,en,English
51106,ja,日本語
34194,ja,日本語
343972,en,English
302401,en,English
21769,ja,日本語
72823,en,English
125513,ja,日本語
92728,en,English
155765,ja,日本語
28697,ja,日本語
31034,ja,日本語
125521,ja,日本語
82386,es,Español
82386,ja,日本語
36613,ja,日本語
68922,ja,日本語
125510,ja,日本語
41365,ja,日本語
35105,ja,日本語
14829,es,Español
14829,ja,日本語
39690,ja,日本語
34935,ja,日本語
25843,ja,日本語
48405,ja,日本語
277098,ja,日本語
34772,ja,日本語
86791,ja,日本語
31502,ja,日本語
221317,en,English
221317,ja,日本語
355008,en,English
52143,ja,日本語
44885,ja,日本語
131433,ja,日本語
203071,ja,日本語
87636,ja,日本語
134053,ja,日本語
155017,ja,日本語
294574,ja,日本語
160399,ja,日本語
53034,ja,日本語
53034,es,Español
382885,en,English
382885,ja,日本語
71449,ja,日本語
45330,ja,日本語
45330,en,English
71444,ja,日本語
394661,en,English
37629,ja,日本語
68828,ja,日本語
64784,ja,日本語
339749,ja,日本語
358895,en,English
387889,en,English
390520,en,English
392891,en,English
306523,it,Italiano
305455,fr,Français
234004,en,English
44157,en,English
114521,en,English
25019,en,English
97943,zh,普通话
14263,en,English
323262,en,English
214187,en,English
173587,nl,Nederlands
104239,fr,Français
31472,en,English
73896,en,English
33224,en,English
9547,de,Deutsch
65887,fr,Français
210615,fr,Français
66187,fr,Français
271919,fr,Français
12266,fr,Français
334889,sv,svenska
314076,el,ελληνικά
257440,en,English
347945,en,English
300762,en,English
158903,en,English
39764,en,English
33827,en,English
59126,en,English
120268,fr,Français
120268,de,Deutsch
120268,ru,Pусский
184561,en,English
231540,de,Deutsch
107248,zh,普通话
44804,es,Español
35026,fr,Français
241004,fr,Français
144008,en,English
46521,tr,Türkçe
46521,el,ελληνικά
46521,fr,Français
75262,ru,Pусский
355890,en,English
127259,zh,普通话
202515,zh,普通话
386891,en,English
176915,fr,Français
380254,ko,한국어/조선말
208556,de,Deutsch
132166,fr,Français
126234,zh,普通话
245917,ja,日本語
257291,de,Deutsch
257291,en,English
63427,en,English
117034,en,English
66638,en,English
206796,zh,普通话
173443,pt,Português
64834,eu,euskera
64834,es,Español
47096,it,Italiano
305815,ja,日本語
94709,it,Italiano
119820,de,Deutsch
85516,en,English
35114,en,English
35114,xx,No Language
120872,en,English
82027,pl,Polski
128396,ja,日本語
324271,en,English
299269,es,Español
148380,cn,广州话 / 廣州話
30,ja,日本語
331501,en,English
63665,en,English
153779,fa,فارسی
153779,tr,Türkçe
372174,en,English
393877,en,English
224089,ro,Română
224079,ro,Română
224098,en,English
224098,fr,Français
224098,ro,Română
224063,ro,Română
224084,ro,Română
130436,en,English
240968,zh,普通话
286120,zh,普通话
245019,en,English
54555,ko,한국어/조선말
94658,xx,No Language
71772,en,English
261433,vi,Tiếng Việt
250434,en,English
106219,de,Deutsch
54316,en,English
80470,fr,Français
43102,fr,Français
336026,ja,日本語
315723,en,English
189498,en,English
18906,fr,Français
91556,en,English
348673,sq,shqip
348673,da,Dansk
348673,en,English
348673,fr,Français
348673,es,Español
348673,sv,svenska
75926,en,English
345664,en,English
5066,en,English
83788,fr,Français
83788,ru,Pусский
82098,en,English
82098,fr,Français
82098,de,Deutsch
72655,fr,Français
97844,fr,Français
124013,fr,Français
45537,fr,Français
189996,fr,Français
255511,fr,Français
66540,fr,Français
290250,en,English
204994,en,English
349790,en,English
239895,en,English
366005,en,English
88722,fi,suomi
37454,fr,Français
160859,en,English
160859,pt,Português
383121,en,English
202214,en,English
132144,es,Español
270010,ar,العربية
270010,en,English
270010,it,Italiano
132148,es,Español
132150,es,Español
335053,es,Español
46740,de,Deutsch
46740,en,English
113670,sv,svenska
115301,es,Español
117457,es,Español
118009,fr,Français
118009,es,Español
168421,es,Español
116185,ta,தமிழ்
116185,te,తెలుగు
69636,ta,தமிழ்
69636,te,తెలుగు
62756,ta,தமிழ்
49029,ta,தமிழ்
86718,en,English
86718,ta,தமிழ்
69635,ta,தமிழ்
69635,te,తెలుగు
19978,ta,தமிழ்
69638,ta,தமிழ்
40713,ja,日本語
37803,ja,日本語
41413,it,Italiano
85721,en,English
14244,en,English
161463,en,English
58494,en,English
36607,en,English
56100,en,English
97481,en,English
42548,en,English
75100,ko,한국어/조선말
50340,ko,한국어/조선말
18377,ko,한국어/조선말
355177,en,English
61002,en,English
99592,de,Deutsch
99592,en,English
35752,ja,日本語
11767,en,English
119433,en,English
288694,it,Italiano
96958,sv,svenska
371695,en,English
11681,it,Italiano
11681,en,English
155011,it,Italiano
219247,en,English
41808,en,English
303360,en,English
126265,en,English
291264,en,English
248001,en,English
260500,en,English
3786,en,English
396152,en,English
119255,en,English
178146,en,English
361205,en,English
361205,ps,پښتو
44238,sv,svenska
85013,en,English
380111,ru,Pусский
79040,nl,Nederlands
201006,en,English
24827,hi,हिन्दी
278774,en,English
257245,en,English
77876,bo,
77876,en,English
44606,en,English
115054,en,English
129400,pt,Português
258509,en,English
120259,en,English
387957,en,English
90121,en,English
118889,en,English
63876,fr,Français
248424,es,Español
126550,en,English
7871,en,English
362268,en,English
174759,en,English
41553,en,English
370014,en,English
39943,en,English
164479,en,English
379500,en,English
253484,en,English
332567,en,English
300665,en,English
383367,mr,
159207,ru,Pусский
369058,en,English
129269,en,English
389323,en,English
32887,en,English
40471,tl,
74753,en,English
93006,en,English
295273,ja,日本語
295273,zh,普通话
294550,en,English
85327,en,English
55134,en,English
299582,en,English
371451,cn,广州话 / 廣州話
371451,zh,普通话
334557,cn,广州话 / 廣州話
334557,zh,普通话
315669,cn,广州话 / 廣州話
315669,en,English
315669,zh,普通话
61533,en,English
57218,sq,shqip
57218,bg,български език
57218,hr,Hrvatski
57218,it,Italiano
57218,mk,
57218,ru,Pусский
109587,sr,Srpski
15303,sr,Srpski
110501,sr,Srpski
70527,sr,Srpski
108835,en,English
108835,sr,Srpski
33611,de,Deutsch
33611,sr,Srpski
55125,sr,Srpski
33604,sr,Srpski
55130,sr,Srpski
167548,mk,
167548,sr,Srpski
57186,sr,Srpski
102337,bs,Bosanski
64924,en,English
122800,en,English
122800,fr,Français
112092,sr,Srpski
40890,sl,Slovenščina
40890,hr,Hrvatski
40890,sr,Srpski
391626,en,English
319632,hr,Hrvatski
226072,hr,Hrvatski
45341,bs,Bosanski
45341,hr,Hrvatski
125696,hr,Hrvatski
259728,hr,Hrvatski
259728,de,Deutsch
221241,hr,Hrvatski
341559,hr,Hrvatski
73680,hr,Hrvatski
136902,sr,Srpski
71617,hr,Hrvatski
259690,hr,Hrvatski
361733,hr,Hrvatski
66944,hr,Hrvatski
284154,sr,Srpski
112931,fr,Français
61711,fr,Français
58007,it,Italiano
216138,es,Español
216138,en,English
15068,en,English
354776,en,English
280874,en,English
78375,en,English
250275,en,English
242906,fr,Français
242906,en,English
264555,en,English
84741,en,English
224919,en,English
218898,hi,हिन्दी
218898,te,తెలుగు
280690,hi,हिन्दी
188640,hi,हिन्दी
120942,hi,हिन्दी
22315,hi,हिन्दी
158009,eu,euskera
89868,en,English
252990,en,English
353125,en,English
297239,nl,Nederlands
319396,en,English
53850,en,English
75897,de,Deutsch
13099,en,English
13099,ja,日本語
13099,zh,普通话
13099,ru,Pусский
138686,hu,Magyar
138686,nl,Nederlands
297961,en,English
94587,en,English
80582,en,English
52406,en,English
88865,en,English
18152,en,English
49264,en,English
78573,en,English
117102,en,English
338381,de,Deutsch
267292,en,English
53104,en,English
117407,en,English
297400,ko,한국어/조선말
310952,en,English
296370,en,English
126760,en,English
290098,ja,日本語
290098,ko,한국어/조선말
260826,hu,Magyar
48268,de,Deutsch
48268,hu,Magyar
157964,hu,Magyar
197849,hu,Magyar
208198,de,Deutsch
358908,bo,
289519,en,English
241259,en,English
377432,en,English
369052,fr,Français
289523,en,English
317114,it,Italiano
317114,en,English
315134,it,Italiano
315134,en,English
317121,en,English
267935,en,English
110777,en,English
176715,en,English
371464,de,Deutsch
359871,en,English
334534,en,English
334057,en,English
108879,en,English
238997,en,English
86522,en,English
241618,en,English
68213,en,English
68208,en,English
241619,en,English
143431,en,English
112722,en,English
182979,en,English
210250,en,English
223702,en,English
283827,en,English
283827,hi,हिन्दी
283827,pa,ਪੰਜਾਬੀ
385390,en,English
387398,en,English
381615,en,English
377428,en,English
374614,en,English
374609,en,English
374739,en,English
374607,en,English
374603,en,English
361745,en,English
352851,en,English
346489,en,English
311181,en,English
300187,fr,Français
299576,en,English
299574,en,English
289520,en,English
279371,en,English
279332,en,English
239018,en,English
258691,en,English
249057,ru,Pусский
238749,en,English
235662,en,English
180794,en,English
226167,en,English
226167,de,Deutsch
149235,en,English
149235,de,Deutsch
149218,en,English
147132,en,English
145840,en,English
211125,en,English
85887,en,English
227552,en,English
81416,en,English
208035,en,English
389995,es,Español
384798,en,English
78713,en,English
371560,en,English
371560,pt,Português
164777,it,Italiano
334533,eo,Esperanto
334533,en,English
129564,it,Italiano
81976,en,English
374475,en,English
374475,de,Deutsch
374475,ro,Română
351454,fr,Français
351454,es,Español
84993,en,English
257623,el,ελληνικά
113294,en,English
46095,en,English
213570,es,Español
213570,en,English
43394,en,English
62006,en,English
68977,en,English
381071,en,English
279049,ja,日本語
294368,en,English
250880,en,English
250880,de,Deutsch
352733,en,English
86520,ja,日本語
122293,en,English
370234,en,English
128412,ka,ქართული
128412,ru,Pусский
83235,ru,Pусский
83235,ka,ქართული
56952,fa,فارسی
56952,en,English
56952,fr,Français
56952,hi,हिन्दी
112633,fr,Français
385581,en,English
101916,en,English
80520,en,English
80520,ru,Pусский
55916,en,English
56491,en,English
60505,en,English
385371,en,English
385371,pt,Português
293670,ja,日本語
293670,ko,한국어/조선말
